support,itemsets
0.9190283400809717,"frozenset({'喉咙痛', '结膜炎'})"
0.9190283400809717,"frozenset({'出血', '喉咙痛'})"
0.9068825910931174,"frozenset({'关节痛', '喉咙痛'})"
0.8947368421052632,"frozenset({'腹泻', '喉咙痛'})"
0.8866396761133604,"frozenset({'腹痛', '喉咙痛'})"
0.8866396761133604,"frozenset({'胸痛', '喉咙痛'})"
0.8825910931174089,"frozenset({'淋巴结病', '喉咙痛'})"
0.8785425101214575,"frozenset({'味觉丧失', '喉咙痛'})"
0.8663967611336032,"frozenset({'呕吐/恶心', '喉咙痛'})"
0.9149797570850202,"frozenset({'嗅觉丧失', '结膜炎'})"
0.9149797570850202,"frozenset({'出血', '嗅觉丧失'})"
0.902834008097166,"frozenset({'关节痛', '嗅觉丧失'})"
0.8947368421052632,"frozenset({'嗅觉丧失', '味觉丧失'})"
0.8866396761133604,"frozenset({'嗅觉丧失', '腹泻'})"
0.8866396761133604,"frozenset({'嗅觉丧失', '腹痛'})"
0.8866396761133604,"frozenset({'嗅觉丧失', '胸痛'})"
0.8704453441295547,"frozenset({'嗅觉丧失', '淋巴结病'})"
0.8663967611336032,"frozenset({'嗅觉丧失', '呕吐/恶心'})"
0.854251012145749,"frozenset({'嗅觉丧失', '喉咙痛'})"
0.9109311740890689,"frozenset({'出血', '行走困难'})"
0.9068825910931174,"frozenset({'行走困难', '结膜炎'})"
0.8987854251012146,"frozenset({'关节痛', '行走困难'})"
0.8825910931174089,"frozenset({'腹泻', '行走困难'})"
0.8785425101214575,"frozenset({'腹痛', '行走困难'})"
0.8785425101214575,"frozenset({'胸痛', '行走困难'})"
0.8663967611336032,"frozenset({'味觉丧失', '行走困难'})"
0.854251012145749,"frozenset({'淋巴结病', '行走困难'})"
0.8502024291497976,"frozenset({'呕吐/恶心', '行走困难'})"
0.8461538461538461,"frozenset({'嗅觉丧失', '行走困难'})"
0.8461538461538461,"frozenset({'行走困难', '喉咙痛'})"
0.902834008097166,"frozenset({'胸壁下陷', '结膜炎'})"
0.902834008097166,"frozenset({'出血', '胸壁下陷'})"
0.8906882591093117,"frozenset({'关节痛', '胸壁下陷'})"
0.8744939271255061,"frozenset({'味觉丧失', '胸壁下陷'})"
0.8744939271255061,"frozenset({'胸痛', '胸壁下陷'})"
0.8704453441295547,"frozenset({'胸壁下陷', '淋巴结病'})"
0.8704453441295547,"frozenset({'腹痛', '胸壁下陷'})"
0.8663967611336032,"frozenset({'腹泻', '胸壁下陷'})"
0.8502024291497976,"frozenset({'胸壁下陷', '喉咙痛'})"
0.8502024291497976,"frozenset({'呕吐/恶心', '胸壁下陷'})"
0.8461538461538461,"frozenset({'嗅觉丧失', '胸壁下陷'})"
0.8340080971659919,"frozenset({'胸壁下陷', '行走困难'})"
0.8825910931174089,"frozenset({'头痛', '结膜炎'})"
0.8785425101214575,"frozenset({'出血', '头痛'})"
0.8704453441295547,"frozenset({'关节痛', '头痛'})"
0.8582995951417004,"frozenset({'头痛', '腹泻'})"
0.854251012145749,"frozenset({'头痛', '腹痛'})"
0.854251012145749,"frozenset({'头痛', '胸痛'})"
0.8502024291497976,"frozenset({'头痛', '呕吐/恶心'})"
0.8461538461538461,"frozenset({'头痛', '淋巴结病'})"
0.8461538461538461,"frozenset({'头痛', '味觉丧失'})"
0.8299595141700404,"frozenset({'头痛', '嗅觉丧失'})"
0.8299595141700404,"frozenset({'头痛', '喉咙痛'})"
0.8137651821862348,"frozenset({'头痛', '胸壁下陷'})"
0.805668016194332,"frozenset({'头痛', '行走困难'})"
0.8623481781376519,"frozenset({'流鼻涕', '结膜炎'})"
0.8623481781376519,"frozenset({'出血', '流鼻涕'})"
0.8502024291497976,"frozenset({'关节痛', '流鼻涕'})"
0.8380566801619433,"frozenset({'腹泻', '流鼻涕'})"
0.8340080971659919,"frozenset({'胸痛', '流鼻涕'})"
0.8259109311740891,"frozenset({'流鼻涕', '喉咙痛'})"
0.8259109311740891,"frozenset({'淋巴结病', '流鼻涕'})"
0.8259109311740891,"frozenset({'腹痛', '流鼻涕'})"
0.8218623481781376,"frozenset({'味觉丧失', '流鼻涕'})"
0.8178137651821862,"frozenset({'呕吐/恶心', '流鼻涕'})"
0.8016194331983806,"frozenset({'胸壁下陷', '流鼻涕'})"
0.7975708502024291,"frozenset({'嗅觉丧失', '流鼻涕'})"
0.7894736842105263,"frozenset({'行走困难', '流鼻涕'})"
0.7813765182186235,"frozenset({'头痛', '流鼻涕'})"
0.854251012145749,"frozenset({'意识改变/混乱', '结膜炎'})"
0.8502024291497976,"frozenset({'出血', '意识改变/混乱'})"
0.8421052631578947,"frozenset({'关节痛', '意识改变/混乱'})"
0.8340080971659919,"frozenset({'腹痛', '意识改变/混乱'})"
0.8259109311740891,"frozenset({'腹泻', '意识改变/混乱'})"
0.8178137651821862,"frozenset({'胸痛', '意识改变/混乱'})"
0.8137651821862348,"frozenset({'行走困难', '意识改变/混乱'})"
0.8137651821862348,"frozenset({'呕吐/恶心', '意识改变/混乱'})"
0.805668016194332,"frozenset({'意识改变/混乱', '喉咙痛'})"
0.805668016194332,"frozenset({'淋巴结病', '意识改变/混乱'})"
0.805668016194332,"frozenset({'味觉丧失', '意识改变/混乱'})"
0.7854251012145749,"frozenset({'嗅觉丧失', '意识改变/混乱'})"
0.7773279352226721,"frozenset({'胸壁下陷', '意识改变/混乱'})"
0.7692307692307693,"frozenset({'头痛', '意识改变/混乱'})"
0.7530364372469636,"frozenset({'流鼻涕', '意识改变/混乱'})"
0.7408906882591093,"frozenset({'肌肉痛', '意识改变/混乱'})"
0.8218623481781376,"frozenset({'癫痫发作', '结膜炎'})"
0.8218623481781376,"frozenset({'出血', '癫痫发作'})"
0.8137651821862348,"frozenset({'癫痫发作', '腹泻'})"
0.8097165991902834,"frozenset({'癫痫发作', '淋巴结病'})"
0.8097165991902834,"frozenset({'关节痛', '癫痫发作'})"
0.805668016194332,"frozenset({'癫痫发作', '腹痛'})"
0.7935222672064778,"frozenset({'癫痫发作', '喉咙痛'})"
0.7894736842105263,"frozenset({'癫痫发作', '胸痛'})"
0.7813765182186235,"frozenset({'癫痫发作', '味觉丧失'})"
0.7773279352226721,"frozenset({'嗅觉丧失', '癫痫发作'})"
0.7773279352226721,"frozenset({'癫痫发作', '呕吐/恶心'})"
0.7692307692307693,"frozenset({'癫痫发作', '行走困难'})"
0.7651821862348178,"frozenset({'癫痫发作', '胸壁下陷'})"
0.7530364372469636,"frozenset({'癫痫发作', '流鼻涕'})"
0.7449392712550608,"frozenset({'头痛', '癫痫发作'})"
0.7408906882591093,"frozenset({'癫痫发作', '意识改变/混乱'})"
0.7165991902834008,"frozenset({'癫痫发作', '肌肉痛'})"
0.8016194331983806,"frozenset({'食欲减退', '结膜炎'})"
0.8016194331983806,"frozenset({'出血', '食欲减退'})"
0.7935222672064778,"frozenset({'关节痛', '食欲减退'})"
0.7854251012145749,"frozenset({'腹泻', '食欲减退'})"
0.7813765182186235,"frozenset({'味觉丧失', '食欲减退'})"
0.7732793522267206,"frozenset({'胸痛', '食欲减退'})"
0.7692307692307693,"frozenset({'淋巴结病', '食欲减退'})"
0.7692307692307693,"frozenset({'呕吐/恶心', '食欲减退'})"
0.7651821862348178,"frozenset({'腹痛', '食欲减退'})"
0.7530364372469636,"frozenset({'嗅觉丧失', '食欲减退'})"
0.7449392712550608,"frozenset({'食欲减退', '喉咙痛'})"
0.7368421052631579,"frozenset({'胸壁下陷', '食欲减退'})"
0.7368421052631579,"frozenset({'行走困难', '食欲减退'})"
0.7206477732793523,"frozenset({'食欲减退', '流鼻涕'})"
0.7206477732793523,"frozenset({'头痛', '食欲减退'})"
0.6882591093117408,"frozenset({'癫痫发作', '食欲减退'})"
0.6842105263157895,"frozenset({'食欲减退', '意识改变/混乱'})"
0.728744939271255,"frozenset({'肌肉痛', '食欲减退'})"
0.7813765182186235,"frozenset({'喘息', '结膜炎'})"
0.7813765182186235,"frozenset({'出血', '喘息'})"
0.7692307692307693,"frozenset({'喘息', '喉咙痛'})"
0.7692307692307693,"frozenset({'喘息', '淋巴结病'})"
0.7692307692307693,"frozenset({'喘息', '腹泻'})"
0.7692307692307693,"frozenset({'关节痛', '喘息'})"
0.7611336032388664,"frozenset({'喘息', '腹痛'})"
0.7530364372469636,"frozenset({'喘息', '癫痫发作'})"
0.7530364372469636,"frozenset({'喘息', '胸痛'})"
0.7449392712550608,"frozenset({'喘息', '胸壁下陷'})"
0.7408906882591093,"frozenset({'喘息', '流鼻涕'})"
0.7408906882591093,"frozenset({'喘息', '味觉丧失'})"
0.728744939271255,"frozenset({'喘息', '行走困难'})"
0.728744939271255,"frozenset({'喘息', '呕吐/恶心'})"
0.7206477732793523,"frozenset({'嗅觉丧失', '喘息'})"
0.7125506072874493,"frozenset({'喘息', '意识改变/混乱'})"
0.7044534412955465,"frozenset({'头痛', '喘息'})"
0.6477732793522267,"frozenset({'喘息', '食欲减退'})"
0.6842105263157895,"frozenset({'喘息', '肌肉痛'})"
0.708502024291498,"frozenset({'疲劳/不适', '结膜炎'})"
0.7004048582995951,"frozenset({'关节痛', '疲劳/不适'})"
0.7004048582995951,"frozenset({'出血', '疲劳/不适'})"
0.6842105263157895,"frozenset({'味觉丧失', '疲劳/不适'})"
0.680161943319838,"frozenset({'胸痛', '疲劳/不适'})"
0.6761133603238867,"frozenset({'腹痛', '疲劳/不适'})"
0.6680161943319838,"frozenset({'呕吐/恶心', '疲劳/不适'})"
0.6680161943319838,"frozenset({'腹泻', '疲劳/不适'})"
0.6639676113360324,"frozenset({'嗅觉丧失', '疲劳/不适'})"
0.6477732793522267,"frozenset({'疲劳/不适', '喉咙痛'})"
0.6477732793522267,"frozenset({'疲劳/不适', '淋巴结病'})"
0.6437246963562753,"frozenset({'疲劳/不适', '行走困难'})"
0.6396761133603239,"frozenset({'头痛', '疲劳/不适'})"
0.6396761133603239,"frozenset({'胸壁下陷', '疲劳/不适'})"
0.6234817813765182,"frozenset({'疲劳/不适', '食欲减退'})"
0.6032388663967612,"frozenset({'疲劳/不适', '流鼻涕'})"
0.5870445344129555,"frozenset({'疲劳/不适', '意识改变/混乱'})"
0.5384615384615384,"frozenset({'癫痫发作', '疲劳/不适'})"
0.4979757085020243,"frozenset({'喘息', '疲劳/不适'})"
0.6437246963562753,"frozenset({'肌肉痛', '疲劳/不适'})"
0.44129554655870445,"frozenset({'呼吸急促', '结膜炎'})"
0.4331983805668016,"frozenset({'呼吸急促', '胸痛'})"
0.4331983805668016,"frozenset({'出血', '呼吸急促'})"
0.4291497975708502,"frozenset({'关节痛', '呼吸急促'})"
0.42105263157894735,"frozenset({'呼吸急促', '味觉丧失'})"
0.41700404858299595,"frozenset({'呼吸急促', '腹痛'})"
0.4048582995951417,"frozenset({'呼吸急促', '胸壁下陷'})"
0.4048582995951417,"frozenset({'嗅觉丧失', '呼吸急促'})"
0.4008097165991903,"frozenset({'呼吸急促', '呕吐/恶心'})"
0.3967611336032389,"frozenset({'呼吸急促', '腹泻'})"
0.39271255060728744,"frozenset({'呼吸急促', '淋巴结病'})"
0.38461538461538464,"frozenset({'呼吸急促', '喉咙痛'})"
0.3765182186234818,"frozenset({'头痛', '呼吸急促'})"
0.3724696356275304,"frozenset({'呼吸急促', '行走困难'})"
0.3684210526315789,"frozenset({'呼吸急促', '流鼻涕'})"
0.3481781376518219,"frozenset({'呼吸急促', '意识改变/混乱'})"
0.340080971659919,"frozenset({'呼吸急促', '食欲减退'})"
0.31983805668016196,"frozenset({'呼吸急促', '疲劳/不适'})"
0.3076923076923077,"frozenset({'癫痫发作', '呼吸急促'})"
0.2793522267206478,"frozenset({'喘息', '呼吸急促'})"
0.38461538461538464,"frozenset({'呼吸急促', '肌肉痛'})"
0.4331983805668016,"frozenset({'出血', '咳嗽'})"
0.4291497975708502,"frozenset({'关节痛', '咳嗽'})"
0.4291497975708502,"frozenset({'咳嗽', '结膜炎'})"
0.41295546558704455,"frozenset({'味觉丧失', '咳嗽'})"
0.41295546558704455,"frozenset({'胸痛', '咳嗽'})"
0.4008097165991903,"frozenset({'嗅觉丧失', '咳嗽'})"
0.4008097165991903,"frozenset({'腹泻', '咳嗽'})"
0.3967611336032389,"frozenset({'腹痛', '咳嗽'})"
0.39271255060728744,"frozenset({'咳嗽', '喉咙痛'})"
0.39271255060728744,"frozenset({'呕吐/恶心', '咳嗽'})"
0.38866396761133604,"frozenset({'胸壁下陷', '咳嗽'})"
0.38461538461538464,"frozenset({'淋巴结病', '咳嗽'})"
0.3765182186234818,"frozenset({'头痛', '咳嗽'})"
0.3724696356275304,"frozenset({'流鼻涕', '咳嗽'})"
0.3724696356275304,"frozenset({'行走困难', '咳嗽'})"
0.3319838056680162,"frozenset({'食欲减退', '咳嗽'})"
0.3319838056680162,"frozenset({'咳嗽', '意识改变/混乱'})"
0.32793522267206476,"frozenset({'疲劳/不适', '咳嗽'})"
0.3076923076923077,"frozenset({'癫痫发作', '咳嗽'})"
0.2834008097165992,"frozenset({'喘息', '咳嗽'})"
0.2550607287449393,"frozenset({'呼吸急促', '咳嗽'})"
0.38461538461538464,"frozenset({'肌肉痛', '咳嗽'})"
0.8582995951417004,"frozenset({'肌肉痛', '结膜炎'})"
0.8582995951417004,"frozenset({'出血', '肌肉痛'})"
0.8502024291497976,"frozenset({'关节痛', '肌肉痛'})"
0.8299595141700404,"frozenset({'肌肉痛', '腹痛'})"
0.8299595141700404,"frozenset({'胸痛', '肌肉痛'})"
0.8259109311740891,"frozenset({'肌肉痛', '腹泻'})"
0.8178137651821862,"frozenset({'肌肉痛', '味觉丧失'})"
0.8097165991902834,"frozenset({'肌肉痛', '呕吐/恶心'})"
0.8016194331983806,"frozenset({'嗅觉丧失', '肌肉痛'})"
0.8016194331983806,"frozenset({'肌肉痛', '喉咙痛'})"
0.8016194331983806,"frozenset({'肌肉痛', '淋巴结病'})"
0.7935222672064778,"frozenset({'肌肉痛', '行走困难'})"
0.7854251012145749,"frozenset({'肌肉痛', '胸壁下陷'})"
0.7692307692307693,"frozenset({'头痛', '肌肉痛'})"
0.7489878542510121,"frozenset({'肌肉痛', '流鼻涕'})"
0.3117408906882591,"frozenset({'发热', '结膜炎'})"
0.3076923076923077,"frozenset({'关节痛', '发热'})"
0.30364372469635625,"frozenset({'出血', '发热'})"
0.29959514170040485,"frozenset({'发热', '喉咙痛'})"
0.29959514170040485,"frozenset({'味觉丧失', '发热'})"
0.29959514170040485,"frozenset({'腹泻', '发热'})"
0.29554655870445345,"frozenset({'淋巴结病', '发热'})"
0.291497975708502,"frozenset({'发热', '流鼻涕'})"
0.291497975708502,"frozenset({'胸痛', '发热'})"
0.2874493927125506,"frozenset({'癫痫发作', '发热'})"
0.2874493927125506,"frozenset({'嗅觉丧失', '发热'})"
0.2874493927125506,"frozenset({'腹痛', '发热'})"
0.2834008097165992,"frozenset({'胸壁下陷', '发热'})"
0.2834008097165992,"frozenset({'呕吐/恶心', '发热'})"
0.2793522267206478,"frozenset({'喘息', '发热'})"
0.27530364372469635,"frozenset({'头痛', '发热'})"
0.2631578947368421,"frozenset({'肌肉痛', '发热'})"
0.2631578947368421,"frozenset({'发热', '行走困难'})"
0.25101214574898784,"frozenset({'发热', '意识改变/混乱'})"
0.21052631578947367,"frozenset({'疲劳/不适', '发热'})"
0.16194331983805668,"frozenset({'发热', '咳嗽'})"
0.23481781376518218,"frozenset({'发热', '食欲减退'})"
0.1417004048582996,"frozenset({'呼吸急促', '发热'})"
